job_title,company,location,salary,description,skills,standardized_title,salary_low,salary_avg,standardized_location,experience_years,skill_firebase,skill_rust,skill_ruby,skill_docker,skill_tableau,skill_kafka,skill_mongodb,skill_swift,skill_azure,skill_python,skill_kubernetes,skill_bash,skill_javascript,skill_spark,skill_flutter,skill_r,skill_numpy,skill_sql,skill_golang,skill_elasticsearch,skill_php,skill_react,skill_postgresql,skill_snowflake,skill_tensorflow,skill_vue.js,skill_pytorch,skill_c++,skill_gcp,skill_pandas,skill_scala,skill_aws,skill_angular,skill_node.js,skill_java,skill_power_bi,skill_terraform,skill_hadoop,skill_linux,skills_count,company_size
Technical Support Specialist,ZetaWare,"Los Angeles, CA",$50449 - $296578 per year,"We are urgently hiring a Technical Support Specialist for our team at ZetaWare. Experience with Spark, Scala, JavaScript, Docker, Rust, PostgreSQL is highly preferred.","['Pandas', 'PostgreSQL', 'SQL', 'Ruby', 'PyTorch', 'Tableau', 'Vue.js']",Other Tech Role,50449.0,173513.5,"Los Angeles, CA",3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,Large
Cloud Engineer,ByteLogic,"Tokyo, JP",$154264 - $263202 per year,"We are urgently hiring a Cloud Engineer for our team at ByteLogic. Experience with Docker, PyTorch, GCP, Flutter, Azure, Spark is highly preferred.","['React', 'C++', 'Azure', 'Flutter', 'Kafka', 'NumPy', 'Bash']",DevOps/Cloud Engineer,154264.0,208733.0,"Tokyo, JP",3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Large
Network Engineer,DataWorks,"Toronto, ON",$63084 - $221224 per year,"We are urgently hiring a Network Engineer for our team at DataWorks. Experience with Spark, Node.js, Bash, Elasticsearch, Python is highly preferred.","['Power BI', 'R', 'Flutter', 'AWS', 'GoLang', 'Tableau', 'Terraform']",Other Tech Role,63084.0,142154.0,"Toronto, ON",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,Small
Blockchain Developer,CloudNest,Singapore,$155878 - $279613 per year,"We are urgently hiring a Blockchain Developer for our team at CloudNest. Experience with Swift, Pandas, Snowflake is highly preferred.","['NumPy', 'Vue.js', 'Kafka']",Software Engineer,155878.0,217745.5,Singapore,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
Frontend Developer,TechCorp,Singapore,$102730 - $273032 per year,"We are urgently hiring a Frontend Developer for our team at TechCorp. Experience with Hadoop, Snowflake, Python, Flutter is highly preferred.","['Rust', 'Node.js']",Frontend Engineer,102730.0,187881.0,Singapore,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Large
Systems Architect,Cloudify,Singapore,$80362 - $245323 per year,"We are urgently hiring a Systems Architect for our team at Cloudify. Experience with Elasticsearch, Pandas, Flutter, PyTorch, PHP is highly preferred.","['Snowflake', 'Java', 'Linux', 'GoLang', 'Firebase']",Other Tech Role,80362.0,162842.5,Singapore,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,Medium
IT Project Manager,NextGen,"Los Angeles, CA",$112416 - $281276 per year,"We are urgently hiring a IT Project Manager for our team at NextGen. Experience with Azure, Elasticsearch, Pandas, Python, NumPy, Hadoop is highly preferred.","['MongoDB', 'Kafka', 'Java', 'Vue.js', 'Power BI', 'PyTorch']",Product/Project Manager,112416.0,196846.0,"Los Angeles, CA",3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6,Small
Cybersecurity Analyst,DeepCompute,"Berlin, DE",$138883 - $239682 per year,"We are urgently hiring a Cybersecurity Analyst for our team at DeepCompute. Experience with GoLang, PHP, PostgreSQL, Linux, Rust is highly preferred.","['SQL', 'Spark', 'PyTorch', 'Linux', 'Java']",Data Analyst,138883.0,189282.5,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,Medium
Technical Support Specialist,DataWorks,"Seattle, WA",$171672 - $257356 per year,"We are urgently hiring a Technical Support Specialist for our team at DataWorks. Experience with React, Vue.js, Tableau, R, Python is highly preferred.","['Java', 'Flutter', 'Firebase', 'TensorFlow', 'PyTorch', 'Scala', 'Azure']",Other Tech Role,171672.0,214514.0,"Seattle, WA",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,Medium
Blockchain Developer,BrightBytes,Singapore,$61054 - $291642 per year,"We are urgently hiring a Blockchain Developer for our team at BrightBytes. Experience with Power BI, Linux, Spark, Kafka, SQL is highly preferred.","['TensorFlow', 'PHP', 'NumPy', 'Rust', 'Docker', 'Angular']",Software Engineer,61054.0,176348.0,Singapore,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Medium
Frontend Developer,DataNova,"Paris, FR",$66347 - $238153 per year,"We are urgently hiring a Frontend Developer for our team at DataNova. Experience with Hadoop, JavaScript, SQL, Spark is highly preferred.","['NumPy', 'GCP']",Frontend Engineer,66347.0,152250.0,"Paris, FR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Medium
Cybersecurity Analyst,HyperData Solutions,"Seattle, WA",$104014 - $249621 per year,"We are urgently hiring a Cybersecurity Analyst for our team at HyperData Solutions. Experience with PostgreSQL, Ruby, C++, MongoDB, Docker, Linux is highly preferred.","['PHP', 'Kafka', 'Java', 'Rust', 'R', 'Scala']",Data Analyst,104014.0,176817.5,"Seattle, WA",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,Medium
Systems Architect,QuantumSoft,"Barcelona, ES",$42463 - $297821 per year,"We are urgently hiring a Systems Architect for our team at QuantumSoft. Experience with NumPy, Power BI, C++, TensorFlow, Vue.js, GCP is highly preferred.","['Hadoop', 'Angular', 'Scala', 'R', 'Firebase', 'GoLang']",Other Tech Role,42463.0,170142.0,"Barcelona, ES",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6,Medium
Mobile App Developer,CloudNest,Remote,$102182 - $229986 per year,"We are urgently hiring a Mobile App Developer for our team at CloudNest. Experience with PostgreSQL, NumPy, JavaScript, Bash, Pandas is highly preferred.","['PostgreSQL', 'AWS']",Software Engineer,102182.0,166084.0,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Medium
Blockchain Developer,CloudNest,"Miami, FL",$100324 - $259569 per year,"We are urgently hiring a Blockchain Developer for our team at CloudNest. Experience with Rust, GoLang, Scala, Kubernetes, React is highly preferred.","['SQL', 'Hadoop', 'Vue.js', 'Firebase', 'Terraform', 'Kubernetes', 'Docker']",Software Engineer,100324.0,179946.5,"Miami, FL",3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,Small
Data Analyst,DeepCompute,"Dublin, IE",$148921 - $203021 per year,"We are urgently hiring a Data Analyst for our team at DeepCompute. Experience with Kubernetes, Power BI, Terraform, Tableau is highly preferred.","['Pandas', 'C++', 'Scala', 'PyTorch', 'NumPy', 'Azure']",Data Analyst,148921.0,175971.0,"Dublin, IE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,6,Large
Frontend Developer,ZetaWare,"Los Angeles, CA",$76898 - $278848 per year,"We are urgently hiring a Frontend Developer for our team at ZetaWare. Experience with Bash, Snowflake, Terraform, Docker is highly preferred.","['Python', 'Scala', 'Power BI', 'Node.js', 'R']",Frontend Engineer,76898.0,177873.0,"Los Angeles, CA",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,Medium
Cybersecurity Analyst,CircuitFlow,"Dublin, IE",$108724 - $256619 per year,"We are urgently hiring a Cybersecurity Analyst for our team at CircuitFlow. Experience with Terraform, React, Rust, PyTorch, JavaScript, Spark is highly preferred.","['Rust', 'TensorFlow', 'R', 'Hadoop', 'Flutter', 'Node.js']",Data Analyst,108724.0,182671.5,"Dublin, IE",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,Medium
Backend Developer,DataWorks,"San Francisco, CA",$119787 - $244569 per year,"We are urgently hiring a Backend Developer for our team at DataWorks. Experience with React, PHP, Power BI is highly preferred.","['Linux', 'R', 'Terraform']",Backend Engineer,119787.0,182178.0,"San Francisco Bay Area, CA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,Medium
Network Engineer,HyperData Solutions,"Tokyo, JP",$80507 - $296052 per year,"We are urgently hiring a Network Engineer for our team at HyperData Solutions. Experience with React, Kafka, Flutter, Pandas, SQL, Terraform is highly preferred.","['Vue.js', 'PHP', 'Terraform']",Other Tech Role,80507.0,188279.5,"Tokyo, JP",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Medium
Frontend Developer,CircuitFlow,"Portland, OR",$134024 - $187936 per year,"We are urgently hiring a Frontend Developer for our team at CircuitFlow. Experience with Pandas, GoLang, Node.js, R, Docker, Swift is highly preferred.","['Firebase', 'JavaScript', 'AWS', 'Azure', 'PHP', 'Kubernetes', 'Swift']",Frontend Engineer,134024.0,160980.0,"Portland, OR",3,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Medium
Machine Learning Engineer,FutureFrame,"Austin, TX",$96610 - $286568 per year,"We are urgently hiring a Machine Learning Engineer for our team at FutureFrame. Experience with Azure, Java, Firebase, Python is highly preferred.","['Java', 'Kubernetes', 'Power BI', 'Scala']",ML Engineer,96610.0,191589.0,"Austin, TX",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,Medium
Full Stack Developer,Cloudify,"Barcelona, ES",$46758 - $197275 per year,"We are urgently hiring a Full Stack Developer for our team at Cloudify. Experience with GCP, PHP, MongoDB is highly preferred.","['JavaScript', 'Ruby', 'Scala', 'AWS']",Full Stack Engineer,46758.0,122016.5,"Barcelona, ES",3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,Large
Backend Developer,HyperData Solutions,"London, UK",$69792 - $277735 per year,"We are urgently hiring a Backend Developer for our team at HyperData Solutions. Experience with PyTorch, Vue.js, Terraform is highly preferred.","['MongoDB', 'React', 'Vue.js', 'Elasticsearch', 'Rust', 'SQL']",Backend Engineer,69792.0,173763.5,"London, UK",3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Large
IT Project Manager,PixelPerfect,"Toronto, ON",$48165 - $187972 per year,"We are urgently hiring a IT Project Manager for our team at PixelPerfect. Experience with Bash, Angular, React, Kafka, Vue.js, TensorFlow is highly preferred.","['Spark', 'Firebase']",Product/Project Manager,48165.0,118068.5,"Toronto, ON",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Medium
Backend Developer,InnovateX,"Seattle, WA",$112093 - $261830 per year,"We are urgently hiring a Backend Developer for our team at InnovateX. Experience with Linux, Firebase, Tableau, NumPy, R is highly preferred.","['Firebase', 'Angular', 'React', 'Node.js', 'Swift', 'MongoDB']",Backend Engineer,112093.0,186961.5,"Seattle, WA",3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,Large
Systems Architect,SkyNet Inc.,"Dallas, TX",$128848 - $288451 per year,"We are urgently hiring a Systems Architect for our team at SkyNet Inc.. Experience with Bash, Flutter, React, Spark, Angular, Snowflake is highly preferred.","['Scala', 'Terraform', 'Java', 'PyTorch', 'TensorFlow', 'Docker', 'Tableau']",Other Tech Role,128848.0,208649.5,"Dallas, TX",8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,7,Small
Machine Learning Engineer,HyperData Solutions,Remote,$137687 - $286400 per year,"We are urgently hiring a Machine Learning Engineer for our team at HyperData Solutions. Experience with Snowflake, AWS, MongoDB, Azure is highly preferred.","['Node.js', 'Flutter', 'GCP', 'Angular', 'AWS', 'NumPy', 'Hadoop']",ML Engineer,137687.0,212043.5,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,7,Medium
Cybersecurity Analyst,Cloudify,"Tokyo, JP",$173015 - $207884 per year,"We are urgently hiring a Cybersecurity Analyst for our team at Cloudify. Experience with PyTorch, Rust, React, GCP is highly preferred.","['Terraform', 'Node.js', 'Pandas', 'Rust', 'Angular', 'JavaScript']",Data Analyst,173015.0,190449.5,"Tokyo, JP",3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,6,Small
Blockchain Developer,CircuitFlow,"Paris, FR",$110109 - $183794 per year,"We are urgently hiring a Blockchain Developer for our team at CircuitFlow. Experience with Pandas, Hadoop, Azure, GCP is highly preferred.","['Ruby', 'Java']",Software Engineer,110109.0,146951.5,"Paris, FR",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Small
Embedded Systems Engineer,CircuitFlow,"Phoenix, AZ",$58241 - $198595 per year,"We are urgently hiring a Embedded Systems Engineer for our team at CircuitFlow. Experience with Docker, Tableau, Swift is highly preferred.","['Flutter', 'R', 'Azure', 'C++', 'Terraform']",Other Tech Role,58241.0,128418.0,"Phoenix, AZ",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,Medium
Data Analyst,DeepCompute,Remote (Global),$62270 - $295781 per year,"We are urgently hiring a Data Analyst for our team at DeepCompute. Experience with Java, C++, AWS is highly preferred.","['Docker', 'Pandas', 'Vue.js', 'Angular', 'Kafka', 'PostgreSQL', 'Flutter']",Data Analyst,62270.0,179025.5,Remote,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,Large
Cloud Engineer,CodeHaven,Remote (Global),$174308 - $194918 per year,"We are urgently hiring a Cloud Engineer for our team at CodeHaven. Experience with Angular, Node.js, NumPy, MongoDB, Kafka is highly preferred.","['Hadoop', 'SQL', 'Rust', 'Bash', 'AWS', 'Python']",DevOps/Cloud Engineer,174308.0,184613.0,Remote,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,Small
Product Manager,PixelPerfect,"Austin, TX",$75975 - $280160 per year,"We are urgently hiring a Product Manager for our team at PixelPerfect. Experience with NumPy, Spark, Node.js, Python, Kafka is highly preferred.","['Angular', 'Ruby', 'Kubernetes', 'Linux', 'Power BI', 'Rust', 'Elasticsearch']",Product/Project Manager,75975.0,178067.5,"Austin, TX",3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,Medium
Network Engineer,CircuitFlow,"Portland, OR",$58894 - $232044 per year,"We are urgently hiring a Network Engineer for our team at CircuitFlow. Experience with Angular, JavaScript, R is highly preferred.","['Spark', 'PostgreSQL']",Other Tech Role,58894.0,145469.0,"Portland, OR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Business Intelligence Analyst,GigabyteGroove,"Phoenix, AZ",$149495 - $217947 per year,"We are urgently hiring a Business Intelligence Analyst for our team at GigabyteGroove. Experience with Bash, JavaScript, Spark is highly preferred.","['R', 'Terraform', 'Docker']",Data Analyst,149495.0,183721.0,"Phoenix, AZ",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Small
Business Intelligence Analyst,Cloudify,"Boston, MA",$154209 - $257184 per year,"We are urgently hiring a Business Intelligence Analyst for our team at Cloudify. Experience with Tableau, Docker, Bash, Hadoop, Azure, Rust is highly preferred.","['C++', 'TensorFlow', 'Elasticsearch', 'Node.js']",Data Analyst,154209.0,205696.5,"Boston, MA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,Small
IT Project Manager,MacroLogic,"Austin, TX",$131586 - $226019 per year,"We are urgently hiring a IT Project Manager for our team at MacroLogic. Experience with PHP, React, Java, Scala is highly preferred.","['Ruby', 'Firebase', 'Java']",Product/Project Manager,131586.0,178802.5,"Austin, TX",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Small
Machine Learning Engineer,ByteLogic,Remote (Global),$169529 - $240811 per year,"We are urgently hiring a Machine Learning Engineer for our team at ByteLogic. Experience with PostgreSQL, Spark, MongoDB, Java, Vue.js, TensorFlow is highly preferred.","['Vue.js', 'Hadoop', 'Pandas', 'MongoDB', 'AWS']",ML Engineer,169529.0,205170.0,Remote,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5,Large
Cybersecurity Analyst,MacroLogic,"Los Angeles, CA",$121371 - $240521 per year,"We are urgently hiring a Cybersecurity Analyst for our team at MacroLogic. Experience with SQL, AWS, Terraform, NumPy, TensorFlow, Docker is highly preferred.","['Firebase', 'Elasticsearch', 'Linux', 'R', 'SQL', 'Vue.js']",Data Analyst,121371.0,180946.0,"Los Angeles, CA",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,Small
Embedded Systems Engineer,DataNova,"Austin, TX",$124286 - $259299 per year,"We are urgently hiring a Embedded Systems Engineer for our team at DataNova. Experience with Elasticsearch, Java, AWS, Vue.js, React, Azure is highly preferred.","['Docker', 'Elasticsearch', 'Ruby', 'SQL', 'PHP', 'Vue.js', 'Tableau']",Other Tech Role,124286.0,191792.5,"Austin, TX",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Small
IT Project Manager,MacroLogic,"Sydney, AU",$81614 - $227696 per year,"We are urgently hiring a IT Project Manager for our team at MacroLogic. Experience with NumPy, Linux, Flutter, Azure, Firebase is highly preferred.","['Azure', 'TensorFlow']",Product/Project Manager,81614.0,154655.0,"Sydney, AU",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
AI Specialist,Cloudify,"Berlin, DE",$141335 - $217243 per year,"We are urgently hiring a AI Specialist for our team at Cloudify. Experience with Firebase, Java, Azure, Docker, MongoDB is highly preferred.","['Java', 'GCP', 'Hadoop', 'Bash', 'Kubernetes', 'Docker', 'PostgreSQL']",Other,141335.0,179289.0,"Berlin, DE",3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,Large
Network Engineer,BrightBytes,Singapore,$126108 - $286585 per year,"We are urgently hiring a Network Engineer for our team at BrightBytes. Experience with Tableau, Docker, Angular, Elasticsearch is highly preferred.","['JavaScript', 'Terraform', 'Hadoop', 'Ruby']",Other Tech Role,126108.0,206346.5,Singapore,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,Small
Product Manager,DeepCompute,Remote (Global),$167473 - $205166 per year,"We are urgently hiring a Product Manager for our team at DeepCompute. Experience with Kubernetes, Java, TensorFlow, NumPy is highly preferred.","['Elasticsearch', 'Power BI']",Product/Project Manager,167473.0,186319.5,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Small
IT Project Manager,DataWorks,"Barcelona, ES",$128280 - $294870 per year,"We are urgently hiring a IT Project Manager for our team at DataWorks. Experience with Firebase, Linux, Java, C++ is highly preferred.","['C++', 'Vue.js', 'SQL']",Product/Project Manager,128280.0,211575.0,"Barcelona, ES",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Large
Business Intelligence Analyst,NeoTech,"Barcelona, ES",$102267 - $238222 per year,"We are urgently hiring a Business Intelligence Analyst for our team at NeoTech. Experience with Vue.js, Rust, Power BI, PHP, Hadoop is highly preferred.","['GoLang', 'Terraform', 'PostgreSQL', 'Vue.js', 'R']",Data Analyst,102267.0,170244.5,"Barcelona, ES",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,Large
Data Analyst,BrightBytes,"London, UK",$178270 - $234874 per year,"We are urgently hiring a Data Analyst for our team at BrightBytes. Experience with GoLang, Firebase, Kubernetes, Scala is highly preferred.","['PyTorch', 'Terraform']",Data Analyst,178270.0,206572.0,"London, UK",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Large
Network Engineer,Cloudify,"Paris, FR",$175242 - $291564 per year,"We are urgently hiring a Network Engineer for our team at Cloudify. Experience with NumPy, Docker, C++ is highly preferred.","['Vue.js', 'Elasticsearch', 'Java', 'Angular']",Other Tech Role,175242.0,233403.0,"Paris, FR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,Small
Machine Learning Engineer,SkyNet Inc.,"Toronto, ON",$131641 - $183495 per year,"We are urgently hiring a Machine Learning Engineer for our team at SkyNet Inc.. Experience with AWS, Bash, Elasticsearch, Terraform, PHP, Linux is highly preferred.","['Terraform', 'Rust']",ML Engineer,131641.0,157568.0,"Toronto, ON",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Large
Software Engineer,DeepCompute,Remote,$127894 - $283727 per year,"We are urgently hiring a Software Engineer for our team at DeepCompute. Experience with Kubernetes, SQL, NumPy, PyTorch is highly preferred.","['Kubernetes', 'PyTorch', 'Vue.js', 'Python', 'Docker', 'JavaScript', 'Scala']",Software Engineer,127894.0,205810.5,Remote,3,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,Large
Product Manager,NextGen,"Berlin, DE",$178352 - $235476 per year,"We are urgently hiring a Product Manager for our team at NextGen. Experience with NumPy, PHP, Hadoop is highly preferred.","['AWS', 'PHP']",Product/Project Manager,178352.0,206914.0,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Small
Business Intelligence Analyst,DataNova,"Sydney, AU",$159829 - $188232 per year,"We are urgently hiring a Business Intelligence Analyst for our team at DataNova. Experience with Kafka, Firebase, Power BI is highly preferred.","['Elasticsearch', 'PostgreSQL']",Data Analyst,159829.0,174030.5,"Sydney, AU",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Large
DevOps Engineer,NextGen,"Miami, FL",$152522 - $180205 per year,"We are urgently hiring a DevOps Engineer for our team at NextGen. Experience with PHP, PostgreSQL, Flutter, Ruby, Docker is highly preferred.","['Terraform', 'TensorFlow', 'Tableau', 'Power BI', 'Elasticsearch', 'Snowflake']",DevOps/Cloud Engineer,152522.0,166363.5,"Miami, FL",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,Small
Network Engineer,TechCorp,"Phoenix, AZ",$163243 - $185706 per year,"We are urgently hiring a Network Engineer for our team at TechCorp. Experience with Terraform, Scala, JavaScript, GCP, TensorFlow, Snowflake is highly preferred.","['React', 'MongoDB', 'Azure']",Other Tech Role,163243.0,174474.5,"Phoenix, AZ",3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Medium
